Hazard Unique Identifier,Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event (Grouped)
409,5,Winter Weather,4,1973,1,0,0,10243,Winter Weather
410,3,Winter Weather,4,1973,1,0,0,9512,Winter Weather
411,5,Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,7836,Storms
412,1,Tornado,2,1973,1,0,0,7226,Storms
413,2,Flooding,1,1973,17,0,0,5226,Flooding
414,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1973,1,0,2,5217,Hail/Storms
415,5,Flooding,1,1973,17,0,0,4767,Flooding
416,4,Flooding,1,1973,17,0,0,4572,Flooding
417,3,Flooding,1,1973,17,0,0,4473,Flooding
418,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1973,1,0,0,4072,Hail/Storms
419,1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1973,1,0,0,3488,Hail/Storms
420,3,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2950,Flooding/Storms
421,5,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2878,Flooding/Storms
422,6,Hail/ Lightning/ Wind,2,1973,2,0,1,2693,Hail/Storms
423,1,Hail/ Lightning/ Wind,2,1973,2,0,1,2659,Hail/Storms
424,6,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2538,Flooding/Storms
425,1,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2531,Flooding/Storms
426,5,Wind,4,1973,1,0,0,2518,Wind
427,2,Wind,4,1973,1,0,0,2512,Wind
428,3,Wind,4,1973,1,0,0,2496,Wind
429,1,Wind,4,1973,1,0,0,2318,Wind
430,6,Wind,4,1973,1,0,0,2201,Wind
431,1,Flooding,4,1973,1,0,0,1386,Flooding
432,1,Winter Weather,4,1973,1,0,0,541,Winter Weather
433,3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,460,Lightning/Storms
434,5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,448,Lightning/Storms
435,5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,418,Lightning/Storms
436,4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,413,Lightning/Storms
437,4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,383,Lightning/Storms
438,3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,381,Lightning/Storms
439,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,358,Lightning/Storms
440,6,Hail/ Lightning,4,1973,1,0,0,25,Hail/Storms
441,1,Hail/ Lightning,4,1973,1,0,0,24,Hail/Storms
442,1,Winter Weather,2,1973,2,0,0,0,Winter Weather
443,3,Lightning,3,1973,1,11,0,0,Lightning
444,2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1974,1,0,0,148644,Hail/Storms
445,3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1974,1,0,0,145346,Hail/Storms
446,1,Hail/ Wind,2,1974,1,0,5,126495,Hail/Storms
447,2,Tornado,2,1974,1,0,0,87154,Storms
448,6,Tornado,1,1974,1,0,12,80734,Storms
449,3,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,45086,Lightning/Storms
450,4,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,41407,Lightning/Storms
451,5,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,37732,Lightning/Storms
452,1,Lightning/ Wind,2,1974,1,0,0,22441,Wind
453,5,Winter Weather,4,1974,2,0,0,22276,Winter Weather
454,6,Lightning/ Wind,2,1974,1,0,0,22214,Wind
455,3,Winter Weather,4,1974,2,0,0,22087,Winter Weather
456,4,Lightning/ Wind,2,1974,1,0,0,21686,Wind
457,4,Winter Weather,4,1974,2,0,0,21213,Winter Weather
458,3,Lightning/ Wind,2,1974,1,0,0,20918,Wind
459,6,Winter Weather,4,1974,2,0,0,20462,Winter Weather
460,5,Lightning/ Wind,2,1974,1,0,0,19871,Wind
461,1,Winter Weather,4,1974,2,0,0,18944,Winter Weather
462,6,Lightning/ Wind,1,1974,1,0,1,18552,Wind
463,1,Hail/ Lightning/ Wind,1,1974,1,0,0,18482,Hail/Storms
464,1,Lightning/ Wind,1,1974,1,0,2,18473,Wind
465,5,Hail/ Lightning/ Wind,1,1974,1,0,0,18390,Hail/Storms
466,4,Lightning/ Wind,1,1974,1,0,1,18187,Wind
467,4,Hail/ Lightning/ Wind,1,1974,1,0,0,18156,Hail/Storms
468,3,Hail/ Lightning/ Wind,1,1974,1,0,0,17811,Hail/Storms
469,5,Lightning/ Wind,1,1974,1,0,2,17402,Wind
470,2,Hail/ Lightning/ Wind,1,1974,1,0,0,17166,Hail/Storms
471,3,Lightning/ Wind,1,1974,1,0,1,15952,Wind
472,2,Lightning/ Wind,1,1974,1,0,1,15869,Wind
473,2,Hail/ Lightning/ Wind,2,1974,1,0,0,14582,Hail/Storms
474,1,Lightning/ Wind,2,1974,1,0,9,13104,Wind
475,2,Coastal,4,1974,1,0,0,12360,Coastal
476,2,Lightning/ Wind,2,1974,1,0,0,7958,Wind
477,3,Lightning/ Severe Storm/Thunder Storm,2,1974,1,0,0,7745,Lightning/Storms
478,6,Wind,4,1974,1,0,0,3979,Wind
479,4,Lightning/ Wind,3,1974,1,0,0,3916,Wind
480,3,Lightning/ Wind,3,1974,1,0,0,3669,Wind
481,5,Lightning/ Wind,3,1974,1,0,0,3429,Wind
482,1,Wind,4,1974,1,0,0,3417,Wind
483,3,Hail/ Wind,3,1974,1,0,0,3298,Hail/Storms
484,4,Hail/ Wind,3,1974,1,0,0,3094,Hail/Storms
485,5,Hail/ Wind,3,1974,1,0,0,2956,Hail/Storms
486,5,Hail/ Lightning/ Wind,2,1974,1,0,0,2736,Hail/Storms
487,2,Hail/ Lightning/ Wind,2,1974,1,0,0,2589,Hail/Storms
488,4,Hail/ Lightning/ Wind,2,1974,1,0,0,2559,Hail/Storms
489,5,Hail/ Lightning/ Wind,2,1974,1,0,0,1655,Hail/Storms
490,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,831,Hail/Storms
491,3,Severe Storm/Thunder Storm,1,1974,1,0,0,623,Storms
492,6,Severe Storm/Thunder Storm,1,1974,1,0,0,601,Storms
493,4,Severe Storm/Thunder Storm,1,1974,1,0,0,596,Storms
494,4,Lightning/ Wind,2,1974,1,0,0,338,Wind
495,3,Lightning/ Wind,2,1974,1,0,0,332,Wind
496,5,Lightning/ Wind,2,1974,1,0,0,320,Wind
497,1,Winter Weather,1,1974,1,0,0,0,Winter Weather
498,1,Hail/ Wind,1,1974,1,0,0,0,Hail/Storms
499,1,Lightning/ Severe Storm/Thunder Storm,3,1974,1,0,0,0,Lightning/Storms
500,1,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1975,1,5,17,3774757,Flooding/Storms
501,3,Tornado,4,1975,1,0,79,748372,Storms
502,6,Tornado,4,1975,1,0,44,740288,Storms
503,1,Tornado,1,1975,1,0,52,431570,Storms
504,2,Wind,2,1975,1,0,0,79180,Wind
505,2,Hail/ Lightning/ Wind,2,1975,1,0,0,75875,Hail/Storms
506,2,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,73323,Flooding/Storms
507,3,Hail/ Lightning/ Wind,2,1975,1,0,0,46198,Hail/Storms
508,1,Winter Weather,1,1975,2,0,0,43376,Winter Weather
509,5,Wind,3,1975,1,0,0,43340,Wind
510,4,Hail/ Lightning/ Wind,2,1975,1,0,0,42196,Hail/Storms
511,1,Hail/ Lightning/ Wind,2,1975,1,0,0,42011,Hail/Storms
512,3,Hail/ Lightning/ Wind,3,1975,1,0,0,24505,Hail/Storms
513,5,Hail/ Lightning/ Wind,3,1975,1,0,0,23542,Hail/Storms
514,5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,3,22876,Lightning/Storms
515,4,Hail/ Lightning/ Wind,3,1975,1,0,0,22471,Hail/Storms
516,2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,21706,Lightning/Storms
517,1,Hail/ Lightning/ Wind,3,1975,1,0,0,21278,Hail/Storms
518,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,21143,Lightning/Storms
519,4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,19644,Lightning/Storms
520,3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,2,19348,Lightning/Storms
521,1,Severe Storm/Thunder Storm,3,1975,1,0,0,18639,Storms
522,4,Lightning/ Wind,2,1975,1,0,0,18191,Wind
523,3,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17777,Flooding/Storms
524,2,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17724,Flooding/Storms
525,4,Hail/ Lightning/ Wind,1,1975,1,0,3,17712,Hail/Storms
526,2,Lightning/ Wind,2,1975,1,0,0,17624,Wind
527,1,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17517,Flooding/Storms
528,1,Lightning/ Wind,2,1975,1,0,0,17405,Wind
529,4,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,17195,Flooding/Storms
530,5,Hail/ Lightning/ Wind,1,1975,1,0,3,16980,Hail/Storms
531,6,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,16953,Flooding/Storms
532,3,Lightning/ Wind,2,1975,1,0,0,16841,Wind
533,2,Hail/ Lightning/ Wind,1,1975,1,0,3,16746,Hail/Storms
534,5,Lightning/ Wind,2,1975,1,0,0,16725,Wind
535,1,Hail/ Lightning/ Wind,1,1975,1,0,3,16315,Hail/Storms
536,3,Hail/ Lightning/ Wind,1,1975,1,0,3,15825,Hail/Storms
537,6,Lightning/ Wind,2,1975,1,0,0,15745,Wind
538,6,Hail/ Lightning/ Wind,1,1975,1,0,3,15596,Hail/Storms
539,5,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,15523,Flooding/Storms
540,3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7919,Hail/Storms
541,4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7540,Hail/Storms
542,5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7492,Hail/Storms
543,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,6892,Hail/Storms
544,1,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,6358,Flooding/Storms
545,1,Hail/ Wind,2,1975,1,0,0,5582,Hail/Storms
546,1,Hail/ Lightning/ Wind,2,1975,1,0,0,2949,Hail/Storms
547,6,Hail/ Lightning/ Wind,2,1975,1,0,0,2817,Hail/Storms
548,1,Lightning,3,1975,1,0,0,2426,Lightning
549,3,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2391,Flooding/Storms
550,1,Hail/ Lightning/ Wind,1,1975,1,0,0,2386,Hail/Storms
551,5,Lightning,3,1975,1,0,0,2377,Lightning
552,6,Hail/ Lightning/ Wind,2,1975,1,0,0,2354,Hail/Storms
553,3,Hail/ Lightning/ Wind,2,1975,1,0,0,2339,Hail/Storms
554,5,Hail/ Lightning/ Wind,2,1975,1,0,0,2281,Hail/Storms
555,3,Hail/ Lightning/ Wind,1,1975,1,0,0,2277,Hail/Storms
556,4,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2238,Flooding/Storms
557,1,Hail/ Lightning/ Wind,2,1975,1,0,0,2215,Hail/Storms
558,3,Lightning,3,1975,1,0,0,2207,Lightning
559,6,Lightning,3,1975,1,0,0,2202,Lightning
560,2,Hail/ Lightning/ Wind,2,1975,1,0,0,2194,Hail/Storms
561,2,Hail/ Lightning/ Wind,1,1975,1,0,0,2182,Hail/Storms
562,4,Hail/ Lightning/ Wind,1,1975,1,0,0,2177,Hail/Storms
563,2,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2098,Flooding/Storms
564,4,Lightning,3,1975,1,0,0,2071,Lightning
565,5,Hail/ Lightning/ Wind,1,1975,1,0,0,2065,Hail/Storms
566,5,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,2007,Flooding/Storms
567,6,Severe Storm/Thunder Storm,1,1975,1,0,0,1875,Storms
568,4,Wind,4,1975,1,0,0,1870,Wind
569,4,Severe Storm/Thunder Storm,1,1975,1,0,0,1858,Storms
570,2,Wind,4,1975,1,0,0,1840,Wind
571,3,Severe Storm/Thunder Storm,1,1975,1,0,0,1834,Storms
572,2,Severe Storm/Thunder Storm,1,1975,1,0,0,1823,Storms
573,1,Severe Storm/Thunder Storm,1,1975,1,0,0,1760,Storms
574,5,Severe Storm/Thunder Storm,1,1975,1,0,0,1745,Storms
575,3,Wind,4,1975,1,0,0,1692,Wind
576,5,Wind,4,1975,1,0,0,1676,Wind
577,6,Wind,4,1975,1,0,0,1632,Wind
578,1,Wind,4,1975,1,0,0,1609,Wind
579,1,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,230,Storms
580,2,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219,Storms
581,5,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219,Storms
582,6,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208,Storms
583,3,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208,Storms
584,3,Hail/ Lightning/ Wind,2,1975,1,0,0,180,Hail/Storms
585,6,Hail/ Lightning/ Wind,2,1975,1,0,0,174,Hail/Storms
586,1,Hail/ Lightning/ Wind,2,1975,1,0,0,158,Hail/Storms
587,4,Hail/ Lightning/ Wind,2,1975,1,0,0,155,Hail/Storms
588,5,Hail/ Lightning/ Wind,2,1975,1,0,0,154,Hail/Storms
589,2,Hail/ Lightning/ Wind,2,1975,1,0,0,152,Hail/Storms
590,6,Winter Weather,1,1975,2,0,0,0,Winter Weather
591,1,Winter Weather,1,1975,2,0,0,0,Winter Weather
592,2,Winter Weather,1,1975,2,0,0,0,Winter Weather
593,4,Winter Weather,1,1975,2,0,0,0,Winter Weather
594,3,Winter Weather,1,1975,2,0,0,0,Winter Weather
595,5,Winter Weather,1,1975,2,0,0,0,Winter Weather
596,2,Tornado,1,1976,1,0,38,8490331,Storms
597,1,Flooding,2,1976,2,7,27,2620856,Flooding
598,1,Flooding/ Severe Storm/Thunder Storm,4,1976,2,0,4,1375553,Flooding/Storms
599,1,Flooding/ Severe Storm/Thunder Storm,4,1976,1,0,0,858306,Flooding/Storms
600,4,Tornado,2,1976,1,0,37,835955,Storms
601,3,Tornado,2,1976,1,12,37,834766,Storms
602,5,Wind,1,1976,1,0,1,360291,Wind
603,2,Wind,1,1976,1,0,3,328027,Wind
604,4,Wind,1,1976,1,0,2,314421,Wind
605,4,Severe Storm/Thunder Storm/ Wind,1,1976,1,0,0,203513,Storms
606,2,Severe Storm/Thunder Storm/ Wind,1,1976,1,0,0,201888,Storms
607,4,Flooding,4,1976,11,0,0,188302,Flooding
608,1,Flooding,4,1976,11,0,0,176500,Flooding
609,5,Flooding,4,1976,11,0,0,173967,Flooding
610,6,Flooding,4,1976,11,0,0,172485,Flooding
611,2,Flooding,4,1976,11,0,0,161269,Flooding
612,3,Flooding,4,1976,11,0,0,159925,Flooding
613,4,Tornado,1,1976,1,0,0,86425,Storms
614,1,Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,86377,Storms
615,2,Hail,2,1976,1,0,0,84958,Hail
616,1,Lightning,2,1976,1,0,0,41654,Lightning
617,4,Lightning/ Wind,4,1976,1,0,0,24087,Wind
618,2,Lightning/ Wind,4,1976,1,0,0,23350,Wind
619,3,Lightning/ Wind,4,1976,1,0,0,23321,Wind
620,5,Lightning/ Wind,4,1976,1,0,0,22049,Wind
621,1,Hail/ Lightning/ Wind,2,1976,1,0,0,9483,Hail/Storms
622,4,Hail/ Lightning/ Wind,2,1976,1,0,0,9280,Hail/Storms
623,5,Hail/ Lightning/ Wind,2,1976,1,0,0,7711,Hail/Storms
624,2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,7659,Lightning/Storms
625,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,2,0,0,5899,Lightning/Storms
626,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,5836,Lightning/Storms
627,1,Wind,1,1976,1,0,0,5605,Wind
628,3,Severe Storm/Thunder Storm,2,1976,2,0,0,4194,Storms
629,3,Flooding,3,1976,2,0,0,3981,Flooding
630,3,Severe Storm/Thunder Storm,2,1976,1,0,0,3905,Storms
631,2,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3730,Storms
632,3,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3605,Storms
633,5,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,1,3258,Storms
634,4,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,3,3200,Storms
635,1,Heat,1,1976,29,0,0,1830,Drought/Heat
636,6,Heat,1,1976,29,0,0,1808,Drought/Heat
637,3,Heat,1,1976,29,0,0,1804,Drought/Heat
638,2,Heat,1,1976,29,0,0,1743,Drought/Heat
639,5,Heat,1,1976,29,0,0,1612,Drought/Heat
640,4,Heat,1,1976,29,0,0,1596,Drought/Heat
641,3,Hail,2,1976,1,0,0,857,Hail
642,4,Tornado,4,1977,1,0,78,7364839,Storms
643,1,Flooding/ Severe Storm/Thunder Storm,4,1977,2,0,0,399192,Flooding/Storms
644,3,Tornado,2,1977,1,0,0,86409,Storms
645,2,Severe Storm/Thunder Storm,2,1977,1,0,0,84610,Storms
646,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,78261,Hail/Storms
647,1,Hail/ Lightning/ Wind,2,1977,1,0,0,42694,Hail/Storms
648,1,Flooding,4,1977,2,0,0,28332,Flooding
649,4,Lightning/ Wind,3,1977,1,0,0,18752,Wind
650,2,Lightning/ Wind,3,1977,1,0,0,18730,Wind
651,6,Lightning/ Wind,3,1977,1,0,0,18473,Wind
652,3,Lightning/ Wind,3,1977,1,0,0,18458,Wind
653,1,Drought/ Heat,3,1977,31,0,0,18427,Drought/Heat
654,5,Drought/ Heat,3,1977,31,0,0,17306,Drought/Heat
655,3,Drought/ Heat,3,1977,31,0,0,17161,Drought/Heat
656,2,Drought/ Heat,3,1977,31,0,0,16348,Drought/Heat
657,5,Lightning/ Wind,3,1977,1,0,0,16257,Wind
658,6,Drought/ Heat,3,1977,31,0,0,16050,Drought/Heat
659,4,Drought/ Heat,3,1977,31,0,0,15759,Drought/Heat
660,1,Lightning/ Wind,3,1977,1,0,0,15730,Wind
661,3,Wind,2,1977,1,0,0,8681,Wind
662,1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,8565,Storms
663,5,Hail/ Lightning/ Wind,2,1977,1,0,0,7214,Hail/Storms
664,1,Severe Storm/Thunder Storm,3,1977,1,0,3,6229,Storms
665,1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,3960,Flooding/Storms
666,3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3787,Storms
667,2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,1,3783,Storms
668,5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3726,Storms
669,2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3704,Storms
670,3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3556,Storms
671,5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3415,Storms
672,4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3303,Storms
673,4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3220,Storms
674,6,Hail/ Lightning/ Wind,2,1977,1,0,2,1883,Hail/Storms
675,3,Wind,2,1977,1,0,0,1878,Wind
676,3,Hail/ Lightning/ Wind,2,1977,1,0,2,1864,Hail/Storms
677,3,Winter Weather,1,1977,31,0,0,1853,Winter Weather
678,4,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1838,Storms
679,6,Winter Weather,1,1977,31,0,0,1820,Winter Weather
680,1,Hail/ Lightning/ Wind,2,1977,1,0,3,1819,Hail/Storms
681,4,Winter Weather,1,1977,31,0,0,1818,Winter Weather
682,2,Wind,2,1977,1,0,0,1816,Wind
683,4,Hail/ Lightning/ Wind,2,1977,1,0,2,1814,Hail/Storms
684,6,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1802,Storms
685,2,Winter Weather,1,1977,31,0,0,1781,Winter Weather
686,3,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1764,Storms
687,6,Winter Weather,1,1977,31,0,0,1761,Winter Weather
688,1,Wind,2,1977,1,0,0,1752,Wind
689,5,Winter Weather,1,1977,31,0,0,1733,Winter Weather
690,2,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1724,Storms
691,2,Hail/ Lightning/ Wind,2,1977,1,0,0,1722,Hail/Storms
692,6,Wind,2,1977,1,0,0,1705,Wind
693,2,Winter Weather,1,1977,31,0,0,1670,Winter Weather
694,5,Wind,2,1977,1,0,0,1670,Wind
695,1,Winter Weather,1,1977,31,0,0,1623,Winter Weather
696,5,Winter Weather,1,1977,31,0,0,1621,Winter Weather
697,4,Winter Weather,1,1977,31,0,0,1619,Winter Weather
698,5,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1608,Storms
699,3,Winter Weather,1,1977,31,0,0,1599,Winter Weather
700,5,Hail/ Lightning/ Wind,2,1977,1,0,0,1596,Hail/Storms
701,4,Wind,2,1977,1,0,0,1575,Wind
702,1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1562,Storms
703,1,Winter Weather,1,1977,31,0,0,1557,Winter Weather
704,2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,739,Hail/Storms
705,1,Severe Storm/Thunder Storm,4,1977,1,0,0,642,Storms
706,2,Wind,1,1977,1,0,0,184,Wind
707,2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,184,Storms
708,4,Severe Storm/Thunder Storm,4,1977,1,0,0,184,Storms
709,1,Wind,1,1977,1,0,0,181,Wind
710,4,Wind,1,1977,1,0,0,181,Wind
711,2,Severe Storm/Thunder Storm,4,1977,1,0,0,180,Storms
712,6,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178,Storms
713,3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178,Storms
714,1,Severe Storm/Thunder Storm,4,1977,1,0,0,177,Storms
715,4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,174,Storms
716,5,Wind,1,1977,1,0,0,171,Wind
717,5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,171,Storms
718,3,Wind,1,1977,1,0,0,169,Wind
719,3,Severe Storm/Thunder Storm,4,1977,1,0,0,169,Storms
720,5,Severe Storm/Thunder Storm,4,1977,1,0,0,168,Storms
721,6,Severe Storm/Thunder Storm,4,1977,1,0,0,167,Storms
722,1,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,161,Storms
723,6,Wind,1,1977,1,0,0,159,Wind
724,6,Tornado,2,1978,1,0,0,4160753,Storms
725,1,Flooding/ Severe Storm/Thunder Storm,3,1978,2,0,0,2036585,Flooding/Storms
726,6,Flooding/ Wind,1,1978,2,0,0,187802,Wind
727,2,Flooding/ Wind,1,1978,2,0,0,184287,Wind
728,4,Flooding/ Wind,1,1978,2,0,0,179394,Wind
729,3,Flooding/ Wind,1,1978,2,0,0,169263,Wind
730,1,Flooding/ Wind,1,1978,2,0,0,167420,Wind
731,5,Flooding/ Wind,1,1978,2,0,0,161337,Wind
732,3,Severe Storm/Thunder Storm,2,1978,1,0,0,85886,Storms
733,4,Severe Storm/Thunder Storm/ Wind,2,1978,1,0,0,77191,Storms
734,4,Tornado,2,1978,1,0,0,74250,Storms
735,2,Wind,1,1978,2,0,0,62197,Wind
736,1,Flooding,1,1978,6,0,0,17788,Flooding
737,5,Flooding,1,1978,6,0,0,17698,Flooding
738,6,Flooding,1,1978,6,0,0,17617,Flooding
739,2,Flooding,1,1978,6,0,0,17543,Flooding
740,3,Flooding,1,1978,6,0,0,16706,Flooding
741,4,Flooding,1,1978,6,0,0,15590,Flooding
742,4,Tornado,3,1978,1,0,0,7335,Storms
743,4,Tornado,3,1978,1,0,0,7161,Storms
744,2,Hail,1,1978,1,0,0,6711,Hail
745,1,Winter Weather,1,1978,1,0,0,6151,Winter Weather
746,1,Severe Storm/Thunder Storm,2,1978,1,0,0,6080,Storms
747,1,Winter Weather,1,1978,2,0,0,5886,Winter Weather
748,1,Hail,2,1978,1,0,0,5432,Hail
749,4,Lightning,3,1978,1,26,13,4311,Lightning
750,6,Drought/ Heat,4,1978,31,0,0,1823,Drought/Heat
751,3,Drought/ Heat,4,1978,31,0,0,1796,Drought/Heat
752,2,Drought/ Heat,4,1978,31,0,0,1762,Drought/Heat
753,1,Drought/ Heat,4,1978,31,0,0,1635,Drought/Heat
754,5,Drought/ Heat,4,1978,31,0,0,1589,Drought/Heat
755,4,Drought/ Heat,4,1978,31,0,0,1553,Drought/Heat
756,4,Drought,2,1978,13,0,0,184,Drought/Heat
757,1,Drought,2,1978,13,0,0,181,Drought/Heat
758,6,Drought,2,1978,13,0,0,166,Drought/Heat
759,2,Drought,2,1978,13,0,0,162,Drought/Heat
760,3,Drought,2,1978,13,0,0,159,Drought/Heat
761,5,Drought,2,1978,13,0,0,157,Drought/Heat
762,1,Hail/ Severe Storm/Thunder Storm,2,1978,1,0,0,45,Hail/Storms
763,1,Tornado,1,1979,1,0,24,8174876,Storms
764,2,Tornado,3,1979,1,0,0,7436965,Storms
765,5,Hurricane/Tropical Storm,3,1979,2,0,0,3774487,Storms
766,2,Hurricane/Tropical Storm,3,1979,2,0,0,3696605,Storms
767,4,Hurricane/Tropical Storm,3,1979,2,0,0,3515342,Storms
768,3,Hurricane/Tropical Storm,3,1979,2,0,0,3119732,Storms
769,5,Winter Weather,1,1979,1,0,0,2790471,Winter Weather
770,3,Winter Weather,1,1979,1,0,0,2666034,Winter Weather
771,6,Winter Weather,1,1979,1,0,0,2648861,Winter Weather
772,1,Winter Weather,1,1979,1,0,0,2527329,Winter Weather
773,4,Winter Weather,1,1979,1,0,0,2423499,Winter Weather
774,3,Flooding/ Severe Storm/Thunder Storm,3,1979,1,0,0,831754,Flooding/Storms
775,2,Tornado,3,1979,1,0,0,799178,Storms
776,1,Flooding/ Severe Storm/Thunder Storm,2,1979,1,0,0,787131,Flooding/Storms
777,2,Tornado,3,1979,1,0,0,759865,Storms
778,1,Severe Storm/Thunder Storm,1,1979,1,0,15,253888,Storms
779,6,Winter Weather,1,1979,2,0,0,188922,Winter Weather
780,2,Winter Weather,1,1979,2,0,0,181789,Winter Weather
781,4,Winter Weather,1,1979,2,0,0,173898,Winter Weather
782,3,Winter Weather,1,1979,2,11,0,164870,Winter Weather
783,1,Winter Weather,1,1979,2,0,0,163663,Winter Weather
784,5,Winter Weather,1,1979,2,0,0,159907,Winter Weather
785,2,Flooding,2,1979,3,0,0,119899,Flooding
786,4,Tornado,2,1979,1,0,0,80559,Storms
787,3,Severe Storm/Thunder Storm,3,1979,1,0,0,36275,Storms
788,2,Coastal/ Hurricane/Tropical Storm/ Wind,2,1979,1,2,0,14394,Coastal
789,6,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,8250,Hail/Storms
790,1,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,7649,Hail/Storms
791,1,Flooding,4,1979,1,0,0,2433,Flooding
792,5,Tornado,3,1979,1,0,0,851,Storms
